סעיף,יח',מחיר,תאור
57.011.0360,מ',780,"צינורות פלדה קוטר ""16  עובי דופן ""3/16  עם עטיפה חיצונית בטון דחוס בעובי של 19 מ״מ וציפוי פנים מלט צמנט  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.011.0499,הערה,0,צינורות פלדה מותקנים גלויים עם צביעה חיצונית
57.011.0500,מ',160,"צינורות פלדה קוטר ""2  עובי דופן 3.65 מ״מ  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על קיר או על אדני בטון  לרבות ספחים  חבקים ו/או אדני הבטון"
57.011.0510,מ',180,"צינורות פלדה קוטר ""3  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0520,מ',220,"צינורות פלדה קוטר ""4  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0530,מ',267,"צינורות פלדה קוטר ""6  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0540,מ',342,"צינורות פלדה קוטר ""8  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0550,מ',470,"צינורות פלדה קוטר ""10  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0560,מ',493,"צינורות פלדה קוטר ""12  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0570,מ',566,"צינורות פלדה קוטר ""14  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0580,מ',610,"צינורות פלדה קוטר ""16  עובי דופן ""5/32  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0600,מ',255,"צינורות פלדה קוטר ""4  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0610,מ',312,"צינורות פלדה קוטר ""6  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0620,מ',376,"צינורות פלדה קוטר ""8  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0630,מ',473,"צינורות פלדה קוטר ""10  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0640,מ',550,"צינורות פלדה קוטר ""12  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0650,מ',614,"צינורות פלדה קוטר ""14  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0660,מ',660,"צינורות פלדה קוטר ""16  עובי דופן ""3/16  עם ציפוי פנים מלט צמנט וצביעה חיצונית  מותקנים גלויים על אדני בטון  לא כולל ספחים למעט מחברים  לרבות אדני הבטון"
57.011.0900,מ',20,"תוספת לצינורות מים מפלדה עד קוטר ""14 עבור עומק נוסף של 0.5 מ' - עד לעומק 2.25 מ'"
57.011.0910,מ',25,"תוספת לצינורות מים מפלדה קוטר ""18-""16 עבור עומק נוסף של 0.5 מ' - עד לעומק 2.25 מ'"
57.011.0920,מ',35,"תוספת לצינורות מים מפלדה קוטר ""24-""20 עבור עומק נוסף של 0.5 מ' - עד לעומק 2.25 מ'"
57.011.0930,מ',25,"תוספת לצינורות מים מפלדה עד קוטר ""14 עבור עומק נוסף של 0.5 מ' - לכל עומק מעל 2.25 מ'"
57.011.0940,מ',30,"תוספת לצינורות מים מפלדה קוטר ""18-""16 עבור עומק נוסף של 0.5 מ' - לכל עומק מעל 2.25 מ'"
57.011.0950,מ',40,"תוספת לצינורות מים מפלדה קוטר ""24-""20 עבור עומק נוסף של 0.5 מ' - לכל עומק מעל 2.25 מ'"
57.011.0960,מ',50,"תוספת לצינורות מים מפלדה מעל קוטר ""30 עבור עומק נוסף של 0.5 מ' - לכל עומק מעל 2.25 מ'"
57.011.0970,קומפ,0.15,תוספת לסעיפי צנרת מכל הסוגים ולתאי בקרה מכל הסוגים  עבור חציבה בסלע מוצק רצוף ובכל עומק שהוא. התוספת הינה 15% למחיר הצנרת או תאי הבקרה
57.011.2999,הערה,0,ספחים לצינורות פלדה עם ציפוי פנים מלט צמנט ועטיפה חיצונית פוליאתילן שחול תלת שכבתי או בטון דחוס
57.011.3000,יח',160,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""3 עם ציפוי פנים מלט צמנט ועטיפה חיצונית פוליאתילן שחול תלת שכבתי או בטון דחוס וחיבור בריתוך"
57.011.3010,יח',220,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""4 עם ציפוי פנים מלט צמנט ועטיפה חיצונית פוליאתילן שחול תלת שכבתי או בטון דחוס וחיבור בריתוך"
57.011.3020,יח',310,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""6 עם ציפוי פנים מלט צמנט ועטיפה חיצונית פוליאתילן שחול תלת שכבתי או בטון דחוס וחיבור בריתוך"
57.011.3030,יח',500,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""8 עם ציפוי פנים מלט צמנט ועטיפה חיצונית פוליאתילן שחול תלת שכבתי או בטון דחוס וחיבור בריתוך"
57.011.3299,הערה,0,ספחים לצינורות פלדה עם ציפוי פנים מלט צמנט וצביעה חיצונית
57.011.3300,יח',155,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""3 עם ציפוי פנים מלט צמנט וצביעה חיצונית וחיבור בריתוך"
57.011.3310,יח',195,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""4 עם ציפוי פנים מלט צמנט וצביעה חיצונית וחיבור בריתוך"
57.011.3320,יח',205,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""6 עם ציפוי פנים מלט צמנט וצביעה חיצונית וחיבור בריתוך"
57.011.3330,יח',300,"ספחים שונים כגון: קשתות  הסתעפויות  מעברים  מתאמים בין סוג׳ צינורות שונים וכדי לצינורות פלדה קוטר ""8 עם ציפוי פנים מלט צמנט וצביעה חיצונית וחיבור בריתוך"
,,,"סה""כ לצינורות פלדה"
57.012,,,צינורות פלסטיים
,,,הערות: 1. בסעיפים שלהלן בכל מקום שבו נרשם עבודות חפירה הכוונה עבודות החפירה ו/או החציבה בכל סוג׳ הקרקע  פרט לסלע מוצק רצוף. תוספת עבור חציבה בסלע מוצק - ראה סעיף 57.011.0970. מחיר׳ הצינורות המונחים בקרקע כוללים את עבודות החפירה ו/או החציבה הנ״ל. 2. צינורות פלסטיים לקו זמני - ראה תת פרק 07.012.
57.012.0009,הערה,0,P.V.C צינורות
57.012.0010,מ',105,"צינורות P.V.C קשיח קוטר 75 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0020,מ',120,"צינורות P.V.C קשיח קוטר 90 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0030,מ',124,"צינורות P.V.C קשיח קוטר 110 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0040,מ',170,"צינורות P.V.C קשיח קוטר 140 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0050,מ',180,"צינורות P.V.C קשיח קוטר 160 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0060,מ',255,"צינורות P.V.C קשיח קוטר 225 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0061,מ',397,"צינורות P.V.C קשיח קוטר 280 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0062,מ',459,"צינורות P.V.C קשיח קוטר 315 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.25 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
57.012.0063,מ',575,"צינורות P.V.C קשיח קוטר 355 מ״מ  דוגמת ""מרים"" דרג 10 או ש״ע לפי ת""׳ 532  לא כולל ספחים למעט מחברים  מונחים בקרקע בעומק עד 1.75 מ'  לרבות עבודות חפירה  עטיפת חול ומילוי חוזר"
